"method_group","slope_metric","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","hemisphere","n_total_stage_hemi","n_with_slope","n_good","n_good_with_slope","prop_good_with_slope","method_label","filter_label","k_label","zone_label","qc_plot_label"
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","collection",NA,10,1,"tropical_temperate","Northern",87,63,49,49,0.563218390804598,"Percentile lat-bin OLS: q75","collection_no >= 10","k = 1","T + Te","collection_no >= 10 | k = 1 | T + Te"
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","collection",NA,10,1,"tropical_temperate","Southern",87,63,40,40,0.459770114942529,"Percentile lat-bin OLS: q75","collection_no >= 10","k = 1","T + Te","collection_no >= 10 | k = 1 | T + Te"
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate_polar","collection",NA,10,1,"tropical_temperate_polar","Northern",87,63,22,22,0.252873563218391,"Percentile lat-bin OLS: q75","collection_no >= 10","k = 1","T + Te + P","collection_no >= 10 | k = 1 | T + Te + P"
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate_polar","collection",NA,10,1,"tropical_temperate_polar","Southern",87,63,18,18,0.206896551724138,"Percentile lat-bin OLS: q75","collection_no >= 10","k = 1","T + Te + P","collection_no >= 10 | k = 1 | T + Te + P"
"percentile_latbin_OLS","q75","collection10_k2_tropical_temperate","collection",NA,10,2,"tropical_temperate","Northern",87,63,26,26,0.298850574712644,"Percentile lat-bin OLS: q75","collection_no >= 10","k = 2","T + Te","collection_no >= 10 | k = 2 | T + Te"
"percentile_latbin_OLS","q75","collection10_k2_tropical_temperate","collection",NA,10,2,"tropical_temperate","Southern",87,63,12,12,0.137931034482759,"Percentile lat-bin OLS: q75","collection_no >= 10","k = 2","T + Te","collection_no >= 10 | k = 2 | T + Te"
"percentile_latbin_OLS","q75","collection10_k2_tropical_temperate_polar","collection",NA,10,2,"tropical_temperate_polar","Northern",87,63,2,2,0.0229885057471264,"Percentile lat-bin OLS: q75","collection_no >= 10","k = 2","T + Te + P","collection_no >= 10 | k = 2 | T + Te + P"
"percentile_latbin_OLS","q75","collection10_k2_tropical_temperate_polar","collection",NA,10,2,"tropical_temperate_polar","Southern",87,63,6,6,0.0689655172413793,"Percentile lat-bin OLS: q75","collection_no >= 10","k = 2","T + Te + P","collection_no >= 10 | k = 2 | T + Te + P"
"percentile_latbin_OLS","q75","collection10_k3_tropical_temperate","collection",NA,10,3,"tropical_temperate","Northern",87,63,5,5,0.0574712643678161,"Percentile lat-bin OLS: q75","collection_no >= 10","k = 3","T + Te","collection_no >= 10 | k = 3 | T + Te"
"percentile_latbin_OLS","q75","collection10_k3_tropical_temperate","collection",NA,10,3,"tropical_temperate","Southern",87,63,6,6,0.0689655172413793,"Percentile lat-bin OLS: q75","collection_no >= 10","k = 3","T + Te","collection_no >= 10 | k = 3 | T + Te"
"percentile_latbin_OLS","q75","collection10_k3_tropical_temperate_polar","collection",NA,10,3,"tropical_temperate_polar","Northern",87,63,0,0,0,"Percentile lat-bin OLS: q75","collection_no >= 10","k = 3","T + Te + P","collection_no >= 10 | k = 3 | T + Te + P"
"percentile_latbin_OLS","q75","collection10_k3_tropical_temperate_polar","collection",NA,10,3,"tropical_temperate_polar","Southern",87,63,1,1,0.0114942528735632,"Percentile lat-bin OLS: q75","collection_no >= 10","k = 3","T + Te + P","collection_no >= 10 | k = 3 | T + Te + P"
"percentile_latbin_OLS","q75","collection5_k1_tropical_temperate","collection",NA,5,1,"tropical_temperate","Northern",87,74,58,58,0.666666666666667,"Percentile lat-bin OLS: q75","collection_no >= 5","k = 1","T + Te","collection_no >= 5 | k = 1 | T + Te"
"percentile_latbin_OLS","q75","collection5_k1_tropical_temperate","collection",NA,5,1,"tropical_temperate","Southern",87,75,54,54,0.620689655172414,"Percentile lat-bin OLS: q75","collection_no >= 5","k = 1","T + Te","collection_no >= 5 | k = 1 | T + Te"
"percentile_latbin_OLS","q75","collection5_k1_tropical_temperate_polar","collection",NA,5,1,"tropical_temperate_polar","Northern",87,74,32,32,0.367816091954023,"Percentile lat-bin OLS: q75","collection_no >= 5","k = 1","T + Te + P","collection_no >= 5 | k = 1 | T + Te + P"
"percentile_latbin_OLS","q75","collection5_k1_tropical_temperate_polar","collection",NA,5,1,"tropical_temperate_polar","Southern",87,75,28,28,0.32183908045977,"Percentile lat-bin OLS: q75","collection_no >= 5","k = 1","T + Te + P","collection_no >= 5 | k = 1 | T + Te + P"
"percentile_latbin_OLS","q75","collection5_k2_tropical_temperate","collection",NA,5,2,"tropical_temperate","Northern",87,74,37,37,0.425287356321839,"Percentile lat-bin OLS: q75","collection_no >= 5","k = 2","T + Te","collection_no >= 5 | k = 2 | T + Te"
"percentile_latbin_OLS","q75","collection5_k2_tropical_temperate","collection",NA,5,2,"tropical_temperate","Southern",87,75,18,18,0.206896551724138,"Percentile lat-bin OLS: q75","collection_no >= 5","k = 2","T + Te","collection_no >= 5 | k = 2 | T + Te"
"percentile_latbin_OLS","q75","collection5_k2_tropical_temperate_polar","collection",NA,5,2,"tropical_temperate_polar","Northern",87,74,10,10,0.114942528735632,"Percentile lat-bin OLS: q75","collection_no >= 5","k = 2","T + Te + P","collection_no >= 5 | k = 2 | T + Te + P"
"percentile_latbin_OLS","q75","collection5_k2_tropical_temperate_polar","collection",NA,5,2,"tropical_temperate_polar","Southern",87,75,11,11,0.126436781609195,"Percentile lat-bin OLS: q75","collection_no >= 5","k = 2","T + Te + P","collection_no >= 5 | k = 2 | T + Te + P"
"percentile_latbin_OLS","q75","collection5_k3_tropical_temperate","collection",NA,5,3,"tropical_temperate","Northern",87,74,15,15,0.172413793103448,"Percentile lat-bin OLS: q75","collection_no >= 5","k = 3","T + Te","collection_no >= 5 | k = 3 | T + Te"
"percentile_latbin_OLS","q75","collection5_k3_tropical_temperate","collection",NA,5,3,"tropical_temperate","Southern",87,75,12,12,0.137931034482759,"Percentile lat-bin OLS: q75","collection_no >= 5","k = 3","T + Te","collection_no >= 5 | k = 3 | T + Te"
"percentile_latbin_OLS","q75","collection5_k3_tropical_temperate_polar","collection",NA,5,3,"tropical_temperate_polar","Northern",87,74,2,2,0.0229885057471264,"Percentile lat-bin OLS: q75","collection_no >= 5","k = 3","T + Te + P","collection_no >= 5 | k = 3 | T + Te + P"
"percentile_latbin_OLS","q75","collection5_k3_tropical_temperate_polar","collection",NA,5,3,"tropical_temperate_polar","Southern",87,75,6,6,0.0689655172413793,"Percentile lat-bin OLS: q75","collection_no >= 5","k = 3","T + Te + P","collection_no >= 5 | k = 3 | T + Te + P"
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate","Northern",87,76,59,59,0.67816091954023,"Percentile lat-bin OLS: q75","occurrence >= 10","k = 1","T + Te","occurrence >= 10 | k = 1 | T + Te"
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate","Southern",87,77,56,56,0.64367816091954,"Percentile lat-bin OLS: q75","occurrence >= 10","k = 1","T + Te","occurrence >= 10 | k = 1 | T + Te"
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate_polar","occurrence",10,NA,1,"tropical_temperate_polar","Northern",87,76,32,32,0.367816091954023,"Percentile lat-bin OLS: q75","occurrence >= 10","k = 1","T + Te + P","occurrence >= 10 | k = 1 | T + Te + P"
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate_polar","occurrence",10,NA,1,"tropical_temperate_polar","Southern",87,77,27,27,0.310344827586207,"Percentile lat-bin OLS: q75","occurrence >= 10","k = 1","T + Te + P","occurrence >= 10 | k = 1 | T + Te + P"
"percentile_latbin_OLS","q75","occurrence10_k2_tropical_temperate","occurrence",10,NA,2,"tropical_temperate","Northern",87,76,34,34,0.390804597701149,"Percentile lat-bin OLS: q75","occurrence >= 10","k = 2","T + Te","occurrence >= 10 | k = 2 | T + Te"
"percentile_latbin_OLS","q75","occurrence10_k2_tropical_temperate","occurrence",10,NA,2,"tropical_temperate","Southern",87,77,23,23,0.264367816091954,"Percentile lat-bin OLS: q75","occurrence >= 10","k = 2","T + Te","occurrence >= 10 | k = 2 | T + Te"
"percentile_latbin_OLS","q75","occurrence10_k2_tropical_temperate_polar","occurrence",10,NA,2,"tropical_temperate_polar","Northern",87,76,8,8,0.0919540229885057,"Percentile lat-bin OLS: q75","occurrence >= 10","k = 2","T + Te + P","occurrence >= 10 | k = 2 | T + Te + P"
"percentile_latbin_OLS","q75","occurrence10_k2_tropical_temperate_polar","occurrence",10,NA,2,"tropical_temperate_polar","Southern",87,77,13,13,0.149425287356322,"Percentile lat-bin OLS: q75","occurrence >= 10","k = 2","T + Te + P","occurrence >= 10 | k = 2 | T + Te + P"
"percentile_latbin_OLS","q75","occurrence10_k3_tropical_temperate","occurrence",10,NA,3,"tropical_temperate","Northern",87,76,16,16,0.183908045977011,"Percentile lat-bin OLS: q75","occurrence >= 10","k = 3","T + Te","occurrence >= 10 | k = 3 | T + Te"
"percentile_latbin_OLS","q75","occurrence10_k3_tropical_temperate","occurrence",10,NA,3,"tropical_temperate","Southern",87,77,11,11,0.126436781609195,"Percentile lat-bin OLS: q75","occurrence >= 10","k = 3","T + Te","occurrence >= 10 | k = 3 | T + Te"
"percentile_latbin_OLS","q75","occurrence10_k3_tropical_temperate_polar","occurrence",10,NA,3,"tropical_temperate_polar","Northern",87,76,2,2,0.0229885057471264,"Percentile lat-bin OLS: q75","occurrence >= 10","k = 3","T + Te + P","occurrence >= 10 | k = 3 | T + Te + P"
"percentile_latbin_OLS","q75","occurrence10_k3_tropical_temperate_polar","occurrence",10,NA,3,"tropical_temperate_polar","Southern",87,77,5,5,0.0574712643678161,"Percentile lat-bin OLS: q75","occurrence >= 10","k = 3","T + Te + P","occurrence >= 10 | k = 3 | T + Te + P"
"percentile_latbin_OLS","q75","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate","Northern",87,77,62,62,0.71264367816092,"Percentile lat-bin OLS: q75","occurrence >= 5","k = 1","T + Te","occurrence >= 5 | k = 1 | T + Te"
"percentile_latbin_OLS","q75","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate","Southern",87,79,64,64,0.735632183908046,"Percentile lat-bin OLS: q75","occurrence >= 5","k = 1","T + Te","occurrence >= 5 | k = 1 | T + Te"
"percentile_latbin_OLS","q75","occurrence5_k1_tropical_temperate_polar","occurrence",5,NA,1,"tropical_temperate_polar","Northern",87,77,35,35,0.402298850574713,"Percentile lat-bin OLS: q75","occurrence >= 5","k = 1","T + Te + P","occurrence >= 5 | k = 1 | T + Te + P"
"percentile_latbin_OLS","q75","occurrence5_k1_tropical_temperate_polar","occurrence",5,NA,1,"tropical_temperate_polar","Southern",87,79,33,33,0.379310344827586,"Percentile lat-bin OLS: q75","occurrence >= 5","k = 1","T + Te + P","occurrence >= 5 | k = 1 | T + Te + P"
"percentile_latbin_OLS","q75","occurrence5_k2_tropical_temperate","occurrence",5,NA,2,"tropical_temperate","Northern",87,77,39,39,0.448275862068966,"Percentile lat-bin OLS: q75","occurrence >= 5","k = 2","T + Te","occurrence >= 5 | k = 2 | T + Te"
"percentile_latbin_OLS","q75","occurrence5_k2_tropical_temperate","occurrence",5,NA,2,"tropical_temperate","Southern",87,79,26,26,0.298850574712644,"Percentile lat-bin OLS: q75","occurrence >= 5","k = 2","T + Te","occurrence >= 5 | k = 2 | T + Te"
"percentile_latbin_OLS","q75","occurrence5_k2_tropical_temperate_polar","occurrence",5,NA,2,"tropical_temperate_polar","Northern",87,77,13,13,0.149425287356322,"Percentile lat-bin OLS: q75","occurrence >= 5","k = 2","T + Te + P","occurrence >= 5 | k = 2 | T + Te + P"
"percentile_latbin_OLS","q75","occurrence5_k2_tropical_temperate_polar","occurrence",5,NA,2,"tropical_temperate_polar","Southern",87,79,15,15,0.172413793103448,"Percentile lat-bin OLS: q75","occurrence >= 5","k = 2","T + Te + P","occurrence >= 5 | k = 2 | T + Te + P"
"percentile_latbin_OLS","q75","occurrence5_k3_tropical_temperate","occurrence",5,NA,3,"tropical_temperate","Northern",87,77,20,20,0.229885057471264,"Percentile lat-bin OLS: q75","occurrence >= 5","k = 3","T + Te","occurrence >= 5 | k = 3 | T + Te"
"percentile_latbin_OLS","q75","occurrence5_k3_tropical_temperate","occurrence",5,NA,3,"tropical_temperate","Southern",87,79,13,13,0.149425287356322,"Percentile lat-bin OLS: q75","occurrence >= 5","k = 3","T + Te","occurrence >= 5 | k = 3 | T + Te"
"percentile_latbin_OLS","q75","occurrence5_k3_tropical_temperate_polar","occurrence",5,NA,3,"tropical_temperate_polar","Northern",87,77,2,2,0.0229885057471264,"Percentile lat-bin OLS: q75","occurrence >= 5","k = 3","T + Te + P","occurrence >= 5 | k = 3 | T + Te + P"
"percentile_latbin_OLS","q75","occurrence5_k3_tropical_temperate_polar","occurrence",5,NA,3,"tropical_temperate_polar","Southern",87,79,7,7,0.0804597701149425,"Percentile lat-bin OLS: q75","occurrence >= 5","k = 3","T + Te + P","occurrence >= 5 | k = 3 | T + Te + P"
